LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,PAY_AMT1,PAY_AMT2,default_payment_next_month
70000,male,university,single,24,1 month(s) late,2 month(s) late,32536,0,20000,0
70000,male,graduate school,single,24,on time,on time,12109,5328,4000,0
20000,male,university,single,25,on time,on time,13429,1300,1300,0
10000,male,university,single,23,on time,on time,4812,1196,2535,1
10000,male,high school,single,24,on time,on time,2736,3000,2000,0
80000,male,high school,single,23,on time,2 month(s) late,1053,0,9387,0
60000,male,graduate school,single,25,on time,on time,1193,48967,2530,0
180000,male,university,married,26,on time,on time,396,396,396,0
300000,male,university,single,27,on time,on time,1386,25125,9565,0
70000,male,university,married,26,on time,on time,64691,2500,2500,0
50000,male,university,single,26,3 month(s) late,3 month(s) late,29373,0,2000,1
120000,male,university,married,26,on time,on time,16068,1134,1163,0
50000,male,high school,single,26,on time,on time,50419,1000,0,1
170000,male,university,married,27,on time,on time,2697,0,1409,0
170000,male,university,single,27,on time,on time,711,176,1000,0
50000,male,university,single,27,1 month(s) late,2 month(s) late,35905,0,1908,0
180000,male,graduate school,single,23,on time,on time,177998,7000,6000,0
80000,male,university,married,26,2 month(s) late,on time,31740,50000,1796,0
50000,male,high school,single,26,on time,on time,49006,2000,2000,0
290000,male,university,single,27,on time,on time,98861,3221,3104,0
160000,male,university,married,27,on time,on time,112022,4342,4017,1
160000,male,graduate school,single,27,on time,on time,316,316,2968,0
390000,male,graduate school,single,27,on time,on time,59917,15000,3000,0
10000,male,high school,single,25,1 month(s) late,2 month(s) late,9737,1352,1000,1
80000,female,graduate school,other,25,on time,on time,8900,1136,727,0
160000,male,graduate school,single,25,on time,on time,85748,4000,5000,0
80000,male,graduate school,single,26,on time,on time,56808,3000,3010,0
360000,male,university,single,26,on time,on time,94672,3485,7837,0
200000,male,university,single,26,1 month(s) late,2 month(s) late,58050,0,0,1
60000,male,university,single,25,on time,on time,56473,6000,1800,0
110000,male,university,single,26,on time,on time,61167,2721,2422,0
90000,male,graduate school,single,26,on time,on time,61212,2497,1154,0
50000,male,high school,single,26,2 month(s) late,on time,49644,2047,5728,1
180000,male,graduate school,single,27,on time,on time,212751,40000,37000,0
30000,male,university,single,25,2 month(s) late,3 month(s) late,21403,0,1500,1
50000,male,graduate school,single,25,on time,on time,9716,25045,15522,1
50000,male,university,single,24,on time,on time,19267,5000,1700,0
120000,male,university,single,26,2 month(s) late,2 month(s) late,109110,0,11000,0
60000,male,graduate school,single,25,on time,on time,58479,3000,2018,0
70000,male,university,single,25,on time,on time,34700,21597,3340,0
50000,male,university,single,25,on time,on time,29425,2000,2000,0
240000,male,university,single,26,on time,on time,24779,5000,1700,0
200000,male,university,single,25,2 month(s) late,2 month(s) late,147660,5500,0,1
50000,male,graduate school,single,25,on time,on time,41761,4000,4000,0
290000,male,graduate school,single,26,on time,on time,196780,10144,7443,0
30000,male,university,single,26,1 month(s) late,on time,-185,28924,4000,0
290000,male,university,single,26,on time,on time,46041,2000,2300,0
50000,male,high school,single,25,on time,on time,50184,2000,1925,0
50000,male,university,single,26,on time,on time,581,581,581,0
310000,male,graduate school,single,26,on time,on time,47330,4000,5000,0
120000,male,university,married,26,on time,on time,101215,5006,2000,0
140000,male,university,single,26,1 month(s) late,3 month(s) late,146023,6,233,1
50000,male,high school,single,26,on time,on time,24003,2000,1425,0
10000,male,university,married,26,on time,on time,1198,0,0,1
110000,male,university,married,30,2 month(s) late,2 month(s) late,88168,7300,3800,1
20000,male,high school,married,29,on time,on time,14576,2000,1354,0
50000,male,university,single,26,on time,on time,44781,2000,2000,0
230000,male,university,single,26,on time,on time,-8,0,3251,0
80000,male,high school,single,27,1 month(s) late,on time,0,0,0,0
30000,male,high school,single,26,on time,on time,28337,2000,2000,0
100000,male,university,single,28,on time,on time,188853,5003,3018,0
280000,male,other,single,26,on time,on time,688,2400,696,0
110000,male,graduate school,single,26,on time,on time,65215,2375,10000,0
110000,male,university,married,26,on time,on time,52489,2000,2050,0
40000,male,university,single,27,1 month(s) late,3 month(s) late,40933,0,2000,0
180000,male,graduate school,single,26,on time,on time,23758,9000,100000,0
50000,male,high school,single,26,on time,on time,50632,1808,2084,0
50000,male,university,single,27,on time,on time,50580,3000,4063,0
50000,male,high school,single,27,on time,on time,48534,1824,2279,0
90000,male,graduate school,single,27,on time,on time,21506,1600,2000,0
80000,male,graduate school,single,26,on time,on time,67090,2500,2089,0
90000,male,other,single,26,on time,on time,2862,0,0,1
50000,male,graduate school,single,26,on time,on time,14577,1300,1500,0
100000,male,graduate school,single,26,on time,on time,1872,4503,4066,0
390000,male,university,single,41,on time,on time,22309,1325,1283,0
70000,male,university,married,26,on time,on time,18757,1625,1400,0
100000,male,graduate school,single,27,on time,on time,9228,1171,1303,0
210000,male,university,single,27,on time,on time,90675,1607,1700,0
10000,male,university,single,27,on time,on time,5002,1103,1200,0
310000,male,university,single,26,on time,on time,2154,360,257,0
30000,male,university,single,26,6 month(s) late,5 month(s) late,33181,0,8,1
130000,male,graduate school,single,27,1 month(s) late,on time,0,0,0,0
20000,male,other,single,27,on time,on time,543,1100,5193,0
50000,male,university,single,28,on time,on time,5281,2000,1000,0
30000,male,university,single,24,1 month(s) late,2 month(s) late,21788,1700,1300,1
140000,male,university,single,26,on time,on time,80351,4000,2890,0
70000,male,graduate school,single,27,on time,on time,43214,2000,2000,0
20000,male,university,single,27,1 month(s) late,2 month(s) late,17569,1500,2000,1
400000,male,graduate school,single,27,on time,on time,3359,6034,7060,0
20000,male,university,single,27,1 month(s) late,6 month(s) late,19388,0,0,0
10000,male,graduate school,single,27,on time,on time,8907,1500,1400,0
60000,male,graduate school,single,27,on time,on time,5370,2000,3000,0
180000,male,graduate school,single,28,on time,on time,2566,7255,25043,0
50000,male,university,married,28,on time,on time,49139,2500,0,0
90000,male,high school,single,28,on time,on time,15940,4400,0,1
390000,male,university,single,28,on time,on time,198132,9124,3181,0
30000,male,university,single,29,on time,on time,19363,2000,2100,1
200000,male,graduate school,single,29,1 month(s) late,2 month(s) late,7885,0,2003,1
20000,male,graduate school,single,28,1 month(s) late,2 month(s) late,8469,0,1200,1
70000,male,graduate school,single,28,1 month(s) late,3 month(s) late,72605,0,2800,0
80000,male,graduate school,single,27,on time,on time,63132,2378,10000,0
80000,male,graduate school,married,27,on time,on time,2197,3613,1500,0
110000,male,university,single,28,on time,on time,10817,3000,0,1
310000,male,high school,single,28,on time,2 month(s) late,186,0,3567,0
80000,male,graduate school,single,28,on time,on time,80849,3200,9000,0
390000,male,university,single,29,on time,on time,6664,6931,5985,0
20000,male,graduate school,single,22,on time,on time,-7,0,737,0
50000,male,university,single,24,on time,on time,10912,2152,1209,0
20000,male,university,single,26,3 month(s) late,2 month(s) late,300,0,0,1
30000,male,university,single,26,on time,on time,25993,1183,11500,0
170000,male,university,single,26,on time,on time,7228,1200,2367,0
320000,male,university,single,28,on time,on time,5799,70891,7001,0
200000,male,university,single,27,on time,on time,137266,5212,5065,0
50000,male,high school,single,27,on time,on time,17500,0,0,0
180000,male,graduate school,single,29,on time,on time,115191,5700,4400,0
290000,male,university,single,29,on time,on time,42065,1100,1087,0
260000,male,university,single,28,1 month(s) late,on time,0,0,0,0
170000,male,graduate school,single,27,on time,on time,2190,264,1408,0
290000,male,graduate school,single,28,on time,on time,346,0,2765,1
120000,male,university,single,28,on time,on time,92677,4516,5005,0
290000,male,graduate school,single,28,on time,on time,6395,1200,1500,1
10000,male,graduate school,single,27,on time,on time,5703,1130,2229,0
160000,male,university,single,28,on time,2 month(s) late,530,0,102,0
20000,male,university,married,28,on time,on time,18941,1500,1300,0
200000,male,graduate school,married,29,1 month(s) late,2 month(s) late,199417,0,8278,0
200000,male,high school,single,30,on time,on time,24853,3158,3007,0
130000,male,university,single,27,on time,on time,84579,3084,3224,0
230000,male,university,single,28,on time,on time,26574,26,0,0
140000,male,graduate school,single,28,on time,on time,933,1768,3169,0
280000,male,graduate school,single,27,on time,on time,1284,846,1216,0
50000,male,graduate school,single,27,on time,on time,14614,1558,1278,0
20000,male,university,single,28,on time,on time,12234,1192,1827,0
150000,male,other,single,27,on time,on time,133374,10000,10000,0
200000,male,graduate school,single,29,1 month(s) late,on time,0,0,2348,1
420000,male,graduate school,single,29,on time,on time,16127,1322,90499,0
10000,male,high school,single,29,on time,on time,2944,2000,1500,0
500000,male,university,married,28,on time,on time,257603,10234,10753,0
150000,male,university,single,28,on time,on time,157051,8566,1500,0
240000,male,graduate school,single,28,on time,on time,227346,8308,12000,0
70000,male,graduate school,single,28,on time,on time,4638,323,0,0
70000,male,university,married,29,on time,on time,57779,2200,2200,0
230000,male,university,single,28,on time,on time,-73,0,0,0
200000,male,graduate school,single,28,on time,on time,5765,12453,12,0
50000,male,graduate school,single,29,on time,on time,46489,2500,2493,0
300000,male,graduate school,single,29,on time,on time,2163,345,2541,0
130000,male,university,single,29,on time,on time,58299,2626,8585,0
610000,male,high school,single,29,on time,on time,8965,7062,4017,0
120000,male,university,single,29,on time,on time,115698,6000,6513,0
60000,male,university,single,27,on time,on time,58982,2097,2141,0
50000,male,university,single,29,on time,on time,28818,2000,300,0
50000,male,high school,single,29,1 month(s) late,2 month(s) late,43933,0,4100,1
20000,male,university,single,30,on time,on time,19082,1314,1405,0
300000,male,university,married,30,on time,on time,900,195,1542,0
50000,male,high school,married,31,1 month(s) late,1 month(s) late,43200,6000,0,0
130000,male,graduate school,married,29,1 month(s) late,2 month(s) late,118723,3001,3000,0
100000,male,university,single,30,2 month(s) late,4 month(s) late,89898,4900,5900,1
130000,male,university,single,28,on time,on time,101546,3000,2709,0
30000,male,university,single,29,on time,on time,390,390,390,0
10000,male,university,married,29,on time,on time,8099,2000,3000,0
50000,male,university,single,28,on time,on time,48591,2300,2000,0
10000,male,university,married,30,3 month(s) late,2 month(s) late,1050,0,0,1
230000,male,university,single,30,on time,on time,115141,5028,5000,0
210000,male,university,married,30,on time,on time,820,820,820,0
140000,male,other,single,30,on time,on time,2663,1823,1823,0
50000,male,university,single,31,on time,on time,47533,2200,2000,0
310000,male,graduate school,single,30,on time,on time,48931,207000,20000,0
80000,male,university,single,30,on time,on time,64330,2934,2500,0
500000,male,graduate school,married,30,on time,on time,6049,2500,0,0
80000,male,university,single,26,on time,on time,50442,1816,1920,0
120000,male,high school,single,28,on time,3 month(s) late,1835,0,0,1
50000,male,university,single,26,on time,on time,45253,1724,1764,0
50000,male,university,single,30,on time,on time,16397,1572,1617,0
200000,male,graduate school,married,30,on time,on time,3207,4360,2902,0
